          (   7,   12) (   7,   10) (   7,    8) (   7,    9) (   7,   11) (   8,   10) (   7,   12) (   8,   11) (   7,   10) (   7,   11)
          (   8,   10) (   6,    9) (   8,   11) (   8,   12) (   8,   11) (   7,   12) (   6,   12) (   7,   11) (   6,   12) (   7,   12)
          (   6,   11) (   8,   11) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
         
node   1 sent_total   5495  recv_total   8260

node   2  (   1,    0) (   0,    0) (   3,    2) (   7,    5) (   9,   11) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14)
          (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14)
          (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14)
          (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14)
          (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14) (   9,   14)
          (   9,   14) (   7,   14) (   9,   12) (   9,   13) (   9,   13) (   9,   12) (   9,   13) (   8,   13) (   8,   13) (   9,   13)
          (   8,   14) (   8,   13) (   8,   13) (   8,   14) (   8,   13) (   8,   12) (   9,   14) (   7,    9) (   9,   14) (   9,   13)
          (   9,   12) (   8,   14) (   8,   13) (   9,   13) (   9,   14) (   7,   12) (   9,   14) (   8,   12) (   7,   12) (   8,   14)
          (   9,   13) (   7,   13) (   8,   13) (   7,   12) (   8,   13) (   8,   14) (   8,   10) (   9,   13) (   7,   12) (   8,   13)
          (   8,   14) (   9,   14) (   8,   11) (   9,   14) (   8,   13) (   7,   13) (   9,   12) (   9,   10) (   8,   13) (   9,   14)
          (   8,   13) (   8,   14) (   9,   10) (   8,   11) (   8,   12) (   9,   12) (   7,   11) (   8,   10) (   8,   10) (   7,   11)
          (   9,   10) (   6,   11) (   9,    9) (   8,   12) (   6,   10) (   8,   11) (   7,    9) (   8,   11) (   9,   11) (   8,   12)
          (   8,   12) (   8,   12) (   7,    8) (   8,   10) (   7,   11) (   6,   11) (   8,   10) (   7,   12) (   7,   11) (   7,   11)
          (   8,   11) (   7,   12) (   8,   10) (   7,   11) (   8,   11) (   8,   10) (   8,   11) (   7,   12) (   8,   12) (   8,   11)
          (   6,   11) (   8,   11) (   8,   12) (   8,   10) (   7,   10) (   8,   10) (   7,   10) (   5,   11) (   7,   11) (   8,   11)
          (   8,   10) (   7,    8) (   7,   12) (   7,   11) (   8,   12) (   8,    9) (   6,   12) (   7,   10) (   8,   11) (   8,   12)
          (   7,   10) (   7,   10) (   7,   11) (   8,   12) (   7,   11) (   7,   12) (   7,   12) (   8,   11) (   8,   11) (   7,   11)
          (   8,   11) (   7,   11) (   5,    9) (   8,    8) (   8,    9) (   7,   10) (   7,   11) (   8,   12) (   6,   11) (   8,   12)
          (   7,   12) (   8,   11) (   8,   12) (   7,   10) (   7,    9) (   8,   12) (   8,   11) (   7,    9) (   8,   11) (   8,    8)
          (   7,   10) (   8,   11) (   8,   12) (   5,   10) (   8,   10) (   8,   11) (   8,   12) (   6,   11) (   8,    9) (   8,   11)
          (   8,   11) (   8,   12) (   6,   11) (   7,   11) (   8,   10) (   8,   10) (   8,   11) (   8,   11) (   8,   11) (   8,   11)
          (   8,   11) (   7,   11) (   7,   11) (   7,   10) (   8,   12) (   7,   11) (   7,   11) (   6,   11) (   5,   12) (   7,   12)
          (   6,   11) (   7,    7) (   8,    9) (   7,   11) (   8,   12) (   7,    9) (   7,   11) (   8,   12) (   8,   11) (   7,   11)
          (   8,   11) (   8,   11) (   8,   10) (   8,   12) (   8,   11) (   8,   11) (   7,    9) (   6,   11) (   8,   10) (   8,   11)
          (   7,   12) (   8,   12) (   7,   11) (   8,   12) (   7,   11) (   8,   11) (   8,   10) (   7,    9) (   8,   11) (   7,   11)
          (   7,    7) (   8,   11) (   7,   12) (   7,   12) (   7,   11) (   8,   10) (   8,   12) (   8,   11) (   6,   11) (   8,   11)
          (   8,   12) (   7,   10) (   7,   11) (   8,   10) (   6,   11) (   8,   11) (   8,   10) (   7,   10) (   8,   11) (   8,   10)
          (   7,   10) (   8,   11) (   8,   10) (   8,   12) (   7,   11) (   7,   10) (   6,   11) (   8,   11) (   7,   11) (   8,   11)
          (   6,   11) (   8,   12) (   6,   10) (   8,   12) (   8,   11) (   8,    9) (   6,   10) (   8,   11) (   6,   12) (   6,   10)
          (   8,   10) (   6,   12) (   8,   11) (   8,   11) (   6,    9) (   8,   11) (   8,   11) (   8,   12) (   7,   10) (   7,   11)
          (   5,   11) (   8,   11) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
          (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12) (   8,   12)
         
node   2 sent_total   5522  recv_total   8249

node   3  (   1,    0) (   0,    0) (   5,    2) (   9,    4) (  11,   10) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13)
          (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13)
          (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13)
          (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13)
          (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13) (  11,   13)
          (  11,   13) (  11,   13) (  11,   12) (   7,   12) (  11,   13) (  11,   10) (   8,   12) (  11,   11) (  10,   13) (  10,   11)
          (  11,   12) (  11,   11) (   9,   12) (  10,   11) (  11,    9) (  10,   12) (  10,   13) (  10,   12) (  11,   13) (   9,   13)
          (   9,   11) (  11,   12) (  10,   11) (  11,   13) (  11,   13) (  11,   12) (  11,   10) (  11,   12) (  11,   13) (   9,   12)
          (   9,   13) (  10,   12) (  10,   11) (  11,   11) (   8,   11) (  11,   11) (  11,   12) (   9,   11) (  11,   12) (   9,   10)
          (  11,   10) (  10,   11) (  10,   12) (   7,   11) (   9,   13) (  10,   12) (   9,   12) (  11,   11) (   9,    9) (   8,   11)
          (  10,   12) (  10,   13) (  10,   10) (  11,    8) (  10,   10) (  11,   10) (  10,   11) (   8,   11) (  11,   10) (  10,    8)
          (  10,   10) (  10,    9) (  10,    7) (  11,   11) (  10,   10) (   8,   10) (   9,   10) (  11,    9) (   9,   10) (  11,   10)
          (   8,   11) (   9,   10) (  10,   10) (   9,   10) (  10,    9) (   9,    9) (  10,   10) (  10,   11) (   9,    8) (   9,   11)
          (  10,   10) (   8,    8) (   9,   11) (   8,   11) (  10,    8) (   8,   10) (  10,   10) (  10,   11) (   8,   11) (   9,   10)
          (   8,   10) (  10,   11) (  10,   11) (   9,   10) (   8,    7) (   7,   10) (   9,    9) (   8,    8) (  10,    9) (   9,   11)
          (  10,   11) (   8,   11) (  10,   10) (   8,   10) (   9,   11) (   9,   10) (   8,   10) (  10,   11) (  10,   10) (   8,   10)
          (   9,    9) (  10,   10) (   9,   11) (  10,   10) (  10,   11) (  10,   11) (   9,   10) (   9,   11) (   9,    7) (  10,   10)
          (   9,   11) (   9,    9) (   7,    9) (   8,    7) (  10,   11) (   9,    8) (   8,    9) (  10,   11) (   9,   10) (   9,   10)
          (   9,    8) (  10,   10) (   9,   10) (  10,   10) (  10,   10) (   9,   11) (   7,   11) (   7,   10) (   8,    9) (   8,   10)
          (  10,   10) (   9,    9) (   8,   10) (   9,   10) (   8,    9) (  10,   11) (   9,    9) (   9,   10) (   9,   10) (   9,   11)
          (  10,   10) (  10,   10) (   9,   10) (   8,    9) (   9,   10) (   8,    8) (  10,   10) (   9,   11) (   9,   10) (   9,    9)
          (   7,   11) (   9,   10) (   8,   11) (  10,   11) (   9,   10) (   9,   11) (   9,   10) (   7,    9) (  10,   10) (  10,   10)
          (   9,   11) (   8,   11) (  10,   11) (   8,   10) (   9,    9) (   9,    9) (   8,   11) (   7,   10) (   9,   10) (   9,    8)
          (  10,   11) (   8,   11) (  10,   10) (  10,   10) (   8,   11) (   6,   10) (  10,   11) (   9,   11) (   8,   10) (  10,   11)
          (   9,   10) (  10,   11) (  10,   11) (   9,   11) (   9,   11) (  10,   10) (   9,   11) (   8,   11) (   9,   10) (   9,   10)
          (  10,   10) (   9,   11) (  10,   10) (  10,   10) (   9,   10) (   9,    9) (   8,    9) (   7,   10) (  10,   11) (   9,    8)
          (   9,   11) (   9,    9) (   8,   11) (   8,   10) (  10,   11) (   9,    9) (   8,    9) (  10,   11) (   9,   10) (   8,    9)
          (   8,    9) (  10,   10) (   8,   11) (  10,    8) (   8,    9) (  10,    8) (  10,   11) (   9,    9) (  10,   11) (   9,   10)
          (   9,   11) (  10,   10) (  10,   10) (   9,   10) (   6,    8) (  10,   10) (   9,   11) (   9,    9) (   9,   10) (   8,   11)
          (   9,    9) (  10,   10) (  10,    9) (   9,   11) (  10,   10) (  10,   10) (   9,   11) (  10,   11) (  10,   11) (  10,    8)
          (   8,   10) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
          (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11) (  10,   11)
